,text,label,polarity,textblob_polarity,textblob_sentiment,textblob_assessments,lm_polarity,lm,textblob
3714,"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",0,-1,0,0.0,[],-1,1,0
3715,"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing https://t.co/L35GocQWdB",0,-1,0,0.0,"[('starting', 0.0)]",-1,1,0
3716,Carmakers brace for crisis as virus wreaks havoc in China https://t.co/bCHzyRdaAl,0,-1,0,0.0,[],-1,1,0
3717,Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,0,-1,0,-0.09999999999999992,"[('more', 0.5), ('bad', -0.6999999999999998)]",-1,1,0
3718,Cash-out refis are making a comeback -- and that's bad news. https://t.co/5PscleonqC OPINION,0,-1,-1,-0.6999999999999998,"[('bad', -0.6999999999999998)]",1,0,1
3719,China’s Banks Are Going to Suffer. But Not Equally,0,-1,0,0.0,"[('not_equally', -0.0)]",-1,1,0
3720,China's divorce rate spiked as couples emerged from quarantine - and it's a warning to the rest of the locked-down… https://t.co/GBLJvsYQ54,0,-1,0,0.0,[],1,0,0
3721,"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year https://t.co/J69DLkDrQl",0,-1,0,0.023674242424242417,"[('new', 0.13636363636363635), ('many', 0.5), ('small', -0.25), ('hard', -0.2916666666666667)]",-1,1,0
3722,Coronavirus crisis spells trouble for many Egyptian breadwinners #economy #MarketScreener https://t.co/GZigTCrM87 https://t.co/quyVSpE3FJ,0,-1,1,0.15,"[('trouble', -0.2), ('many', 0.5)]",-1,1,0
3723,Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,0,-1,0,0.022222222222222213,"[('economic', 0.2), ('down', -0.15555555555555559)]",-1,1,0
3724,Coronavirus Task Force Declares Public Health Emergency https://t.co/lSodhOAQrj,0,-1,0,0.0,"[('public', 0.0)]",0,0,0
3725,Disruptions caused by #COVID19 are starting to ripple through #emergingmarkets. March data show sharp slowdowns in… https://t.co/oufpbwIhJb,0,-1,0,-0.0625,"[('starting', 0.0), ('sharp', -0.125)]",-1,1,0
3726,DIY stock indices pose challenge to investment heavyweights https://t.co/RfKJ0ClC14,0,-1,0,0.0,[],-1,1,0
3727,Dizzying swings are torching Wall Street predictions https://t.co/BvV6iItVRt,0,-1,0,0.0,[],-1,1,0
3728,Ealing’s downturn hits high-priced houses https://t.co/WLEnqLdOf1,0,-1,0,0.0,[],-1,1,0
3729,Economic indicator dulls allure of haven assets https://t.co/EJ7qAQfXP2,0,-1,0,0.05,"[('economic', 0.2), ('dulls', -0.1)]",-1,1,0
3730,"Energy has gone nowhere in the past decade, and it could get worse before it gets better https://t.co/PSDVJKnQ3B",0,-1,0,-0.05000000000000001,"[('past', -0.25), ('worse', -0.4), ('better', 0.5)]",-1,1,0
3731,"Era of ‘stratospheric profits’ for banks is over, Bradesco CE0 says https://t.co/aaPiYhQM8b",0,-1,0,0.0,[],-1,1,0
3732,Even those who go down to the sea in ships are being affected by #COVID19 as demand drops and distribution channels… https://t.co/NrZf0j2TZq,0,-1,-1,-0.15555555555555559,"[('down', -0.15555555555555559)]",-1,1,1
3733,Everything Is Broken: The Most Profitable Trade Since 1993 Is Now Upside Down  https://t.co/gcsFDy6iFd,0,-1,0,-0.018518518518518535,"[('broken', -0.4), ('most', 0.5), ('down', -0.15555555555555559)]",-1,1,0
3734,Expect A Weaker Dollar In 2020. Read more and sign up for updates: https://t.co/mLTiueEXHn #economy #stockmarket #trading,0,-1,1,0.5,"[('more', 0.5)]",0,0,0
3735,Facing Catastrophe: Loss Of Working Hours To Equal 195m Full-Time Jobs According To UN Agency  https://t.co/JUs99JOK5t,0,-1,0,0.0,"[('equal', 0.0)]",-1,1,0
3736,Fewer international students are coming to the United States. That's cost the US economy $11.8 billion and more tha… https://t.co/bvewZMLka7,0,-1,1,0.25,"[('international', 0.0), ('more', 0.5)]",-1,1,0
3737,FirstFarms A/S (CPH:FFARMS) Delivered A Weaker ROE Than Its Industry,0,-1,0,0.0,[],1,0,0
3738,"Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",0,-1,0,0.0,[],-1,1,0
3739,From @BreakingViews: Why Italy and France have bad economic headaches https://t.co/quLJ6Us2gR,0,-1,-1,-0.24999999999999992,"[('bad', -0.6999999999999998), ('economic', 0.2)]",-1,1,1
3740,Fun fact: there are about 35 million people still in credit-card debt from last year’s round of holiday shopping. H… https://t.co/jCGa4zu6Nl,0,-1,0,0.033333333333333326,"[('fun', 0.3), ('last', 0.0), ('round', -0.2)]",-1,1,0
3741,Goldman Sachs Says Wealthiest to Back off Stocks,0,-1,0,0.0,"[('back', 0.0)]",1,0,0
3742,GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl… https://t.co/gdiJt50HGK,0,-1,0,0.0,[],-1,1,0
3743,Gundlach: Trouble Brewing In Debt Markets As The 'Real Turmoil' Is Only Beginning https://t.co/V0muhfT6dX,0,-1,0,0.0,"[('trouble', -0.2), ('real', 0.2), ('only', 0.0)]",-1,1,0
3744,Here's a warning about negative interest rates and how they can do a lot more damage https://t.co/4arbZd3Mos https://t.co/jBLlpdmiYC,0,-1,0,0.1,"[('negative', -0.3), ('more', 0.5)]",-1,1,0
3745,Highlight: “The number one challenge facing small and medium-sized enterprises there’s not enough labor — willing a… https://t.co/A2f4FiJyj3,0,-1,0,0.0,"[('small', -0.25), ('not_enough', -0.0), ('willing', 0.25)]",0,0,0
3746,Highlight: “There’s going to be a bloodbath in terms of synergy savings and retrenchment…” @InvescoUS's… https://t.co/YPgyDW3rMX,0,-1,0,0.0,[],1,0,0
3747,"Highlight: “We’ve see again and again that Tesla can’t live up to Elon Musk’s promises,"" @NewConstructs Investment… https://t.co/9BX4enQaL2",0,-1,1,0.13636363636363635,"[('live', 0.13636363636363635)]",-1,1,0
3748,"Highlight: 'January has been very warm ” it has had a negative impact on a lot of stocks,â€ @Jefferies Analyst TJ Th... https://t.co/BEi2z75YWw",0,-1,1,0.24000000000000002,"[('very_warm', 0.78), ('negative', -0.3)]",1,0,0
3749,"Historically, a down January significantly increases the odds of a down year. These is the S&P's January and full y... https://t.co/KwYpetizem",0,-1,1,0.1034722222222222,"[('historically_down', -0.15555555555555559), ('significantly', 0.375), ('down', -0.15555555555555559), ('full', 0.35)]",-1,1,0
3750,Holiday Season In Jeopardy As Consumers Reign In Spending Amid Economic Downturn  https://t.co/FnddB5woQL,0,-1,1,0.2,"[('economic', 0.2)]",-1,1,0
3751,How did the vaping industry go from viral status to crisis control? https://t.co/CiqLPt4SbB,0,-1,0,0.0,[],0,0,0
3752,How South Korea’s low birth rate adds to the case for QE https://t.co/GxY567Tu01,0,-1,0,0.0,"[('low', 0.0)]",-1,1,0
3753,In case you need another reason to delete your Facebook: https://t.co/YEEHiptvAV,0,-1,0,0.0,[],0,0,0
3754,Influential U.S. doctors group calls for ban on vaping products,0,-1,0,0.0,[],0,0,0
3755,Inside the PBOC’s struggle to balance China’s growth and debt https://t.co/gTlQQ5Ry0P,0,-1,0,0.0,[],0,0,0
3756,"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,… https://t.co/DfPJxkxz36",0,-1,-1,-0.29999999999999993,"[('vicious', -1.0), ('more', 0.5), ('bad', -0.6999999999999998), ('financial', 0.0)]",-1,1,1
3757,"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,… https://t.co/mPvWa8T7IK",0,-1,-1,-0.29999999999999993,"[('vicious', -1.0), ('more', 0.5), ('bad', -0.6999999999999998), ('financial', 0.0)]",-1,1,1
3758,Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,0,-1,0,0.0,[],0,0,0
3759,Jamie Dimon expects fallout from the coronavirus pandemic to include a major economic downturn and stress similar t… https://t.co/OiLhueL7nv,0,-1,0,0.08750000000000001,"[('major', 0.0625), ('economic', 0.2), ('similar', 0.0)]",-1,1,0
3760,JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,0,-1,0,-0.09999999999999992,"[('bad', -0.6999999999999998), ('more', 0.5)]",-1,1,0
3761,"JPMorgan Chase chief Jamie Dimon said he expects the coronavirus crisis to include a ""bad recession"" and elements o… https://t.co/w8hyHTe0yW",0,-1,-1,-0.6999999999999998,"[('bad', -0.6999999999999998)]",-1,1,1
3762,"Just when it seemed like things couldn't get worse for Tesla after the botched unveiling of its Cybertruck, the int… https://t.co/VwpJZ2lDpg",0,-1,-1,-0.4,"[('worse', -0.4)]",-1,1,1
3763,Latin America's economy was already going backward when the coronavirus hit. Now it's at risk of losing a whole dec… https://t.co/MLK8U4vIV0,0,-1,1,0.2,"[('whole', 0.2)]",-1,1,0
3764,"Market bounce is an 'aftershock' with 'pretty horrific' earnings to come, Citi analyst says https://t.co/GyG0DStncb",0,-1,-1,-0.375,"[('pretty', 0.25), ('horrific', -1.0)]",1,0,1
3765,Miners Are Facing Challenges Globally,0,-1,0,0.0,"[('globally', 0.0)]",0,0,0
3766,"More stockmarket volatility, less buying the dip, and slower earnings per share growth ahead, Goldman Sachs says https://t.co/pbocwzzG48",0,-1,1,0.16666666666666669,"[('more', 0.5), ('less', -0.16666666666666666)]",-1,1,0
3767,"More than $56 billion of dividends have been scrapped by businesses based in Western Europe, the U.S. and Canada https://t.co/TIpZudouqr",0,-1,1,0.25,"[('more', 0.5), ('western', 0.0)]",-1,1,0
3768,"Once ambitious to expand into the US, some Chinese firms are now scaling back https://t.co/nV3BbhlTAg",0,-1,0,0.08333333333333333,"[('ambitious', 0.25), ('chinese', 0.0), ('back', 0.0)]",-1,1,0
3769,Pandemic isn't a boon for meal delivery firms #economy #MarketScreener https://t.co/EEk33VYHXZ https://t.co/inkGg57Ek9,0,-1,0,0.0,[],1,0,0
3770,Piper on SaaS Lessons from 2008-2009 suggests SaaS billings growth might not bottom for six months after an economic shock,0,-1,1,0.2,"[('economic', 0.2)]",-1,1,0
3771,Protests Against India’s Citizenship Law Turn Violent in Delhi,0,-1,-1,-0.8,"[('violent', -0.8)]",-1,1,1
3772,Protests over pensions show reform is needed https://t.co/VPFciUVjqY,0,-1,0,0.0,[],0,0,0
3773,Qatar Insurance may have its ratings cut by one level at S&P Global Ratings https://t.co/Z9zuZQr7WM,0,-1,0,0.0,"[('global', 0.0)]",-1,1,0
3774,Quant pioneer Winton suffers in coronavirus-driven sell-off https://t.co/NzVrVfgI40,0,-1,-1,-0.6,"[('suffers', -0.6)]",-1,1,1
3775,"Ray Dalio says the global economy is heading for a ""great sag."" The billionaire investor says the world is dealing… https://t.co/SaSbdjPlIk",0,-1,1,0.4,"[('global', 0.0), ('great', 0.8)]",1,0,0
3776,Rush to Green Sparks Concern of Bubble in ESG Assets,0,-1,-1,-0.2,"[('green', -0.2)]",-1,1,1
3777,S&P may cut Qatar Insurance ratings over a $310 million loan https://t.co/WPluJ9zKYB https://t.co/S2xEY8RQRW,0,-1,0,0.0,[],-1,1,0
3778,Some Bad News From JPM: This Is What Happens After We Pass The Virus Peak  https://t.co/4eoRhnc6fc,0,-1,-1,-0.6999999999999998,"[('bad', -0.6999999999999998)]",0,0,1
3779,"Some jobless Americans will start seeing heftier unemployment checks as soon as this week, depending on where they… https://t.co/AHIHmzM836",0,-1,0,0.0,[],0,0,0
3780,"Study Finds Most Packaged Foods Contain Dangerously High Levels Of Salt, Fat",0,-1,1,0.33,"[('most', 0.5), ('dangerously_high', 0.16)]",-1,1,0
3781,Sympathy strikes ground flights and bring havoc to commuters in Finland https://t.co/Ll2SzTY1Ql,0,-1,0,0.0,[],-1,1,0
3782,"The airline industry is nearing the end of a miserable year, with profit missing forecasts by almost $10 billion https://t.co/4Ert5aucQP",0,-1,-1,-0.6,"[('miserable', -1.0), ('missing', -0.2)]",-1,1,1
3783,"The China-driven growth in beef consumption may soon be over, @davidfickling shows (via @bopinion) https://t.co/HU4iT9k1bQ",0,-1,0,0.0,[],0,0,0
3784,The consensus of professional forecasters is that U.S. real GDP growth will dip below 2% in 2020… https://t.co/33GnLQotKz,0,-1,1,0.15000000000000002,"[('professional', 0.1), ('real', 0.2)]",-1,1,0
3785,"The coronavirus crisis will leave 3 long-term scars, even if the economy recovers in the fourth quarter, Pimco warns https://t.co/zMcT4xckIZ",0,-1,0,0.0,"[('fourth', 0.0)]",-1,1,0
3786,"The coronavirus will create an ""unprecedented decline in economic activity"" in emerging markets, says Alessandro Re… https://t.co/cgkMbpz6mU",0,-1,1,0.4,"[('unprecedented', 0.6), ('economic', 0.2)]",-1,1,0
3787,The economic costs of the coronavirus contagion have started to show up in the data for the Middle East… https://t.co/l6FxkV1vzh,0,-1,0,0.1,"[('economic', 0.2), ('middle', 0.0)]",0,0,0
3788,"The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild recession""… https://t.co/TLe3JRpxoS",0,-1,1,0.16666666666666666,"[('last', 0.0), ('mild', 0.3333333333333333)]",-1,1,0
3789,The global travel slump could cost 25 million jobs worldwide according to air-travel trade association @IATA. More… https://t.co/1JLfHwA181,0,-1,0,0.0,"[('global', 0.0)]",-1,1,0
3790,"The job loss reflected in Friday's report is a shock that is unprecedented, as is the uncertainty surrounding it-wh… https://t.co/cXIDgk5QcD",0,-1,1,0.6,"[('unprecedented', 0.6)]",-1,1,0
3791,The largest hedge fund in the world has reportedly staked more than $1 billion that global equity markets will fall… https://t.co/mUWzntmzdg,0,-1,1,0.25,"[('more', 0.5), ('global', 0.0)]",-1,1,0
3792,The new governor of Buenos Aires province warned he doesn’t have enough money to meet debt obligations and pay sala… https://t.co/LhDGOfHAW3,0,-1,0,0.06818181818181818,"[('new', 0.13636363636363635), ('enough', 0.0)]",-1,1,0
3793,"The next downturn will be a ""smorgasbord recession,"" Paul Krugman said. https://t.co/YKmxl5IlL8",0,-1,0,0.0,"[('next', 0.0)]",-1,1,0
3794,"The rally is running out of steam, and for good reason https://t.co/7UTw0Uh3WV",0,-1,1,0.7,"[('good', 0.7)]",-1,1,0
3795,The Retail Apocalypse Is Accelerating. https://t.co/3H13y274yj #business #trading #stocks,0,-1,0,0.0,[],1,0,0
3796,"The solar panel market could drop by 34% this year, analysts said, as residential installations plummet. Read more… https://t.co/aMleU6pUld",0,-1,0,0.0,[],-1,1,0
3797,"The strike by about 3,200 Canadian conductors and railyard operators enters its 7th day https://t.co/evd7GQxQDr",0,-1,0,0.0,[],0,0,0
3798,The underlying trend remains to the downside  #Stock #MarketScreener https://t.co/SnBOfWESuP https://t.co/aw02S6u7Io,0,-1,0,0.0,[],-1,1,0
3799,"The Unhappy “New Lows” Of 4 Brand Names: Sprint, Tupperware, Overstock And Dropbox",0,-1,-1,-0.2318181818181818,"[('unhappy', -0.6), ('new', 0.13636363636363635)]",0,0,1
3800,This economic trend could revive recession fears,0,-1,1,0.2,"[('economic', 0.2)]",-1,1,0
3801,"Trade Reigns Supreme: Despite Strong Target, Lowe’s Results, Market On Defensive",0,-1,1,0.4333333333333333,"[('strong', 0.4333333333333333)]",1,0,0
3802,"Traders are worried after seeing Canada's ""terrible"" jobs numbers https://t.co/Xmu5o6jOYd",0,-1,-1,-1.0,"[('terrible', -1.0)]",-1,1,1
3803,"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/G4ks6dZU8O https://t.co/8d8gjmTbR2",0,-1,1,0.13636363636363635,"[('new', 0.13636363636363635)]",-1,1,0
3804,What Happens When The Economic Momentum Ends? https://t.co/AkPhHv1CI0,0,-1,1,0.2,"[('economic', 0.2)]",0,0,0
3805,"When ‘idjits’ mock Warren Buffett, the stock market could be in trouble https://t.co/0jLAWazWB2",0,-1,-1,-0.2,"[('trouble', -0.2)]",-1,1,1
3806,"When Chinese Consumers Stay Home, the World’s Retailers Take Hit",0,-1,0,0.0,"[('chinese', 0.0)]",-1,1,0
3807,Why pensions across the world are in crisis https://t.co/JJxAS7ufuD,0,-1,0,0.0,[],-1,1,0
3808,Why the chances for a 'V'-shaped economic recovery are getting less likely by the day https://t.co/lHQWO98vjc,0,-1,0,0.011111111111111118,"[('economic', 0.2), ('less', -0.16666666666666666), ('likely', 0.0)]",-1,1,0
3809,"With milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the… https://t.co/iUjDjzQiS9",0,-1,0,0.0,[],-1,1,0
3810,"""The worst is behind us for this cyclical bear market that began two years ago, not last month,"" said a Morgan Stan… https://t.co/e8xnMsmKNI",1,1,-1,-0.4666666666666666,"[('worst', -1.0), ('behind', -0.4), ('not_last', -0.0)]",-1,0,0
3811,"""Things are normalizing"": ETF market action is ""encouraging"" despite economic worries, investor says. (via… https://t.co/NBVbsSAg84",1,1,1,0.15000000000000002,"[('action', 0.1), ('economic', 0.2)]",1,1,1
3812,⚡️ Wind speeds are up globally. That's good news for renewable energy. https://t.co/loLhTI7Sgs,1,1,1,0.35,"[('globally', 0.0), ('good', 0.7)]",1,1,1
3813,"A 16,700% return in 50 years makes Hong Kong's benchmark stock index the world's best https://t.co/n1z62yd415 https://t.co/83tvS3rUoh",1,1,1,1.0,"[('best', 1.0)]",1,1,1
3814,A Little Less Trade Uncertainty as 2019 Winds Down: Economy Week,1,1,-1,-0.1699074074074074,"[('little', -0.1875), ('less', -0.16666666666666666), ('down', -0.15555555555555559)]",-1,0,0
3815,A signal that investors may be ready to take on more risk https://t.co/EWEtJCkBEd,1,1,1,0.35,"[('ready', 0.2), ('more', 0.5)]",0,0,1
3816,AutoZone has benefited from a variety of factors such as a healthy U.S. consumer and more older vehicles on the road https://t.co/WJqhPK5iNb,1,1,1,0.2916666666666667,"[('such', 0.0), ('healthy', 0.5), ('more', 0.5), ('older', 0.16666666666666666)]",1,1,1
3817,Blockbusters like ‘Frozen 2’ will make Disney the first studio to earn $10 billion at the global box office in a si… https://t.co/4e8v3Uo3E4,1,1,1,0.125,"[('first', 0.25), ('global', 0.0)]",1,1,1
3818,Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,1,1,1,0.13636363636363635,"[('new', 0.13636363636363635)]",1,1,1
3819,Canada’s ‘Big Six’ banks are staging a comeback https://t.co/tU3FgRapuZ,1,1,0,0.0,"[('big', 0.0)]",1,1,0
3820,"Coronavirus update: New York possibly near apex, markets open the week higher https://t.co/LgEwCjyMPN by @AnjKhem https://t.co/2J8sYD1iPh",1,1,1,0.12159090909090908,"[('new', 0.13636363636363635), ('possibly_near', 0.1), ('open', 0.0), ('higher', 0.25)]",1,1,1
3821,"Demand for U.K. Office Space as Strong as Ever, Says JLL U.K. CEO",1,1,1,0.4333333333333333,"[('strong', 0.4333333333333333)]",1,1,1
3822,Economic volatility is at a record low: Morning Brief,1,1,0,0.06666666666666667,"[('economic', 0.2), ('low', 0.0), ('brief', 0.0)]",-1,0,0
3823,"Fifteen days ago, the S&P 500 was mired in a bear market. On Tuesday, at least technically, it rocketed into a new… https://t.co/w6y2NEhF6F",1,1,-1,-0.15,"[('least', -0.3), ('technically', 0.0)]",-1,0,0
3824,"Financial markets latched on to figures suggesting that New York's coronavirus cases may have plateaued. As it is,… https://t.co/dUi7TdhmVj",1,1,0,0.06818181818181818,"[('financial', 0.0), ('new', 0.13636363636363635)]",1,1,0
3825,"For decades, the U.S. was the unquestioned leader in space travel. Now, the private space industry is taking off ar… https://t.co/nbbzHy3t7m",1,1,0,0.0,"[('private', 0.0)]",0,0,0
3826,"From record Cyber Monday sales to a blowout jobs report, these are this week's top stories: https://t.co/wgTzrA4pJC https://t.co/IfD2sLowPk",1,1,1,0.5,"[('top', 0.5)]",1,1,1
3827,Get Excited About U.S. Economy And Stocks – Senate To Regain Tariff Powers,1,1,1,0.375,"[('excited', 0.375)]",1,1,1
3828,Good News for Everyone - Private Equity is Set to Grow at the Stock Market's Expense,1,1,1,0.35,"[('good', 0.7), ('private', 0.0)]",1,1,1
3829,Growing investor interest in space,1,1,0,0.0,[],1,1,0
3830,Here's why Americans will probably spend more than $2 billion on Christmas trees this year: https://t.co/DwUEBRsEtY https://t.co/eiy3rF5Cev,1,1,1,0.5,"[('more', 0.5)]",0,0,1
3831,"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/DegDCWsxib",1,1,0,0.05333333333333334,"[('high', 0.16), ('internal', 0.0), ('low', 0.0)]",1,1,0
3832,"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/md3WSyAKHT",1,1,0,0.05333333333333334,"[('high', 0.16), ('internal', 0.0), ('low', 0.0)]",1,1,0
3833,"Highlight: ""We've seen video conferencing... [spike] from a couple of hundred thousand monthly active users to over… https://t.co/dqIyqVPqZu",1,1,-1,-0.13333333333333333,"[('active', -0.13333333333333333)]",0,0,0
3834,"Highlight: “About 21 million investors in the U.S. would have an interest in investing in bitcoin,”… https://t.co/wJRda3ylEH",1,1,0,0.0,[],0,0,0
3835,"Highlight: “There's very little not to like about this report,"" @WellsFargo Acting Chief Economist Jay Bryson says… https://t.co/rGDhL2lHpi",1,1,-1,-0.12187500000000001,"[('very_little', -0.24375000000000002), ('acting', 0.0)]",0,0,0
3836,"Highlight: “They had record-breaking advance sales,"" Box Office Guru Founder @GiteshPandya says about Frozen 2. ""Th… https://t.co/iuKuOXaaMu",1,1,0,0.0,[],1,1,0
3837,"History shows that the Dow, S&P 500, and the Nasdaq could be in for another huge run in 2020.… https://t.co/xYovuKPQss",1,1,1,0.4000000000000001,"[('huge', 0.4000000000000001)]",1,1,1
3838,"India Online Test Preparation Markets, 2020-2024: Anticipated to Witness a Massive Growth of 39% CAGR -… https://t.co/c6dbdTOIBi",1,1,0,0.0,"[('massive', 0.0)]",1,1,0
3839,Investors are right to be pleased with November’s strong jobs report. But there are also some things to puzzle over. https://t.co/jlVv1dIETY,1,1,1,0.4063492063492063,"[('right', 0.2857142857142857), ('pleased', 0.5), ('strong', 0.4333333333333333)]",1,1,1
3840,Investors are shrugging off weak data and trade snags that would have roiled markets just months ago  https://t.co/mDuxVvY8aB,1,1,-1,-0.375,"[('weak', -0.375)]",-1,0,0
3841,Investors cheered the blockbuster November jobs report https://t.co/CgSzMYRjdY,1,1,0,0.0,[],1,1,0
3842,"James Dinsmore attributes Bancroft Fund's unusually strong 2019 to falling rates, judicious use of leverage and a m… https://t.co/BBrBuvoWD9",1,1,1,0.4333333333333333,"[('unusually_strong', 0.4333333333333333)]",1,1,1
3843,"Jim Cramer predicts 'U' shape recovery, says economy 'will bounce back gradually' https://t.co/VjCE8rzJHU",1,1,0,0.0,"[('back', 0.0)]",1,1,0
3844,Jobless Americans to see extra payments as soon as this week #economy #MarketScreener https://t.co/NMjEJFsOkM https://t.co/VURGAjhdYu,1,1,0,0.0,"[('extra', 0.0)]",0,0,0
3845,Last month Bill Ackman said 'hell was coming.' Now he's 'optimistic.' https://t.co/0FeLE9HwNi,1,1,0,0.0,"[('last', 0.0)]",1,1,0
3846,"Life Is Good, Say 90% of Americans",1,1,1,0.7,"[('good', 0.7)]",1,1,1
3847,"LISTEN NOW: A blockbuster November jobs report was released this morning, with job numbers beating estimates and un… https://t.co/4zl37XeUmU",1,1,0,0.0,[],1,1,0
3848,"LISTEN NOW: Wall Street sees some positive coronavirus news, with signs the curve may be bending in parts of the wo… https://t.co/nhJWp1yOqQ",1,1,1,0.22727272727272727,"[('positive', 0.22727272727272727)]",1,1,1
3849,Long-Term: Lean Hog Prices Set To Rebound. https://t.co/rUUbENIlsY #markets #finance #investing,1,1,0,0.0,[],1,1,0
3850,Market's Reaction To Trade News Is Encouraging. Read more: https://t.co/w5ol1Iw6d4 #investing #business #finance,1,1,1,0.5,"[('more', 0.5)]",1,1,1
3851,"New for subscribers:  Strategist Jeff Saut says the stock market bottom in, predicts new S&P 500 record before year… https://t.co/CLXKUqdU58",1,1,1,0.13636363636363635,"[('new', 0.13636363636363635), ('new', 0.13636363636363635)]",1,1,1
3852,Nokia is Preparing to Come Roaring Back in the New Decade,1,1,0,0.06818181818181818,"[('back', 0.0), ('new', 0.13636363636363635)]",0,0,0
3853,"October Architectural Billings Index: Finally, Signs Of Strength. Read more and get updates on any stock!… https://t.co/hchfMOHnZT",1,1,1,0.25,"[('finally', 0.0), ('more', 0.5)]",1,1,1
3854,OPINION: Why did markets shrug off Boris Johnson's hospitalization? Because of robust confidence in U.K.'s parliame… https://t.co/yBTZY2BnGa,1,1,0,0.0,[],1,1,0
3855,Precious Metals' Golden Year To Continue. Continue reading: https://t.co/4eI69q6pDv #finance #trading #business,1,1,1,0.4,"[('precious', 0.5), ('golden', 0.3)]",0,0,1
3856,Rains bring drought relief and hope to Australian farmers https://t.co/eTC9tqtevp,1,1,0,0.0,"[('australian', 0.0)]",1,1,0
3857,Since we rallied today due to the virus slowing down in KEY STATES (NY) will the Cuomo pressers be market-moving events?,1,1,0,-0.09351851851851851,"[('due', -0.125), ('down', -0.15555555555555559), ('key', 0.0)]",1,1,0
3858,"Stocks could rocket higher from here, history shows: Morning Brief https://t.co/b2iiWYhKSS by @SamRo https://t.co/TMIheTmziA",1,1,1,0.125,"[('higher', 0.25), ('brief', 0.0)]",1,1,1
3859,Tech Breakthrough Could Spark A Geothermal Energy Boom,1,1,0,0.0,[],1,1,0
3860,"Teens could be a saving grace for malls, new research says https://t.co/4Rr0NF6Awq",1,1,1,0.13636363636363635,"[('new', 0.13636363636363635)]",1,1,1
3861,"The ‘great rotation’ will arrive in 2020 and bring another strong year for stocks, JP Morgan says https://t.co/3Aw0ecaK9S",1,1,1,0.6166666666666667,"[('great', 0.8), ('strong', 0.4333333333333333)]",1,1,1
3862,The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica,1,1,0,0.0,"[('big', 0.0)]",-1,0,0
3863,The Bull Market Almost No One Saw Coming,1,1,0,0.0,[],0,0,0
3864,The bullish case for stocks with major averages already up more than 20% from the lows https://t.co/lesMhGbHHC,1,1,1,0.28125,"[('major', 0.0625), ('more', 0.5)]",1,1,1
3865,"The global economy and earnings will stabilize in 2020, allowing riskier assets to flourish even with central banks… https://t.co/pWimpjtCke",1,1,0,0.0,"[('global', 0.0), ('central', 0.0)]",1,1,0
3866,The mood is upbeat on markets ahead of Thanksgiving #Stock #MarketScreener https://t.co/NxpndHvCKP https://t.co/gzcevw7HEv,1,1,0,0.0,[],1,1,0
3867,"The number of 401(k) millionaires hits a record high — here's how you can get there, too. https://t.co/Za40bnydSF https://t.co/e0tswxArez",1,1,1,0.16,"[('high', 0.16)]",1,1,1
3868,"These stocks could get a boost from the millions working from home, traders say. (via @TradingNation)… https://t.co/ToPfG4ZBlo",1,1,0,0.0,[],1,1,0
3869,"'Things are normalizing': ETF market action is 'encouraging' despite economic worries, investor says (via… https://t.co/8KwoMqVoHA",1,1,1,0.15000000000000002,"[('action', 0.1), ('economic', 0.2)]",1,1,1
3870,"This winning stock-market bet was soured by the coronavirus crisis, and now it's setting up for a rebound https://t.co/tjOKF3LpJ5",1,1,0,0.1,"[('winning', 0.5), ('soured', -0.3)]",1,1,0
3871,Trade deal removes major hurdle for rally in Apple and tech,1,1,0,0.0625,"[('major', 0.0625)]",1,1,0
3872,U.S. Marriages Rising as Same-Sex Couples Now Counted in Report,1,1,0,0.0,[],1,1,0
3873,"Video game revenue is projected to reach $174,000,000,000 this year, according to IDC. But there’s an issue many de… https://t.co/A6zTb3fb4X",1,1,0,0.04999999999999999,"[('game', -0.4), ('many', 0.5)]",0,0,0
